شناسه_مشترک,جنسیت,سن,ماه_تولد,سابقه_سیم‌کارت_ماه,نسل_اینترنت_همراه,بسته_رومینگ_بین‌الملل,فضای_ابری_اپراتور,بسته_اینترنت_شبانه,سرویس_تماس_VoLTE,سوپراپ_شبکه اجتماعی,سوپراپ_خدمات_مالی,نوع_سیم‌کارت,استفاده_اپلیکیشن_اپراتور,هزینه_ماهیانه_تومان,هزینه_کل_تومان,ریزش
3077,زن,49,دی,6,4G,بله,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,8437500,58365000,بله
3078,مرد,47,تیر,45,4G,بله,خیر,بله,خیر,خیر,خیر,دائمی,خیر,7995000,344437500,خیر
3079,زن,43,فروردین,2,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,12832500,28117500,بله
3080,زن,37,آبان,4,4G,خیر,بله,خیر,خیر,بله,بله,اعتباری,بله,10297500,39187500,بله
3081,مرد,54,شهریور,2,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,3645000,5767500,خیر
3082,مرد,42,اسفند,4,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,خیر,11677500,44880000,بله
3083,مرد,18,بهمن,51,4G,بله,خیر,خیر,بله,خیر,خیر,دائمی,خیر,8985000,456540000,خیر
3084,مرد,27,اردیبهشت,60,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3592500,225960000,خیر
3085,مرد,38,مرداد,9,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3022500,24555000,خیر
3086,مرد,44,خرداد,3,5G,خیر,بله,بله,خیر,بله,بله,اعتباری,بله,15802500,48487500,بله
3087,مرد,39,بهمن,17,5G,خیر,خیر,بله,بله,خیر,بله,اعتباری,بله,14347500,246000000,خیر
3088,زن,55,بهمن,8,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,13057500,114315000,بله
3089,مرد,18,مرداد,46,4G,بله,خیر,بله,بله,بله,بله,دائمی,خیر,12150000,576952500,خیر
3090,زن,42,تیر,68,3G,بله,بله,بله,بله,بله,بله,دائمی,بله,12367500,846990000,خیر
3091,مرد,18,اردیبهشت,1,4G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,8025000,8025000,بله
3092,زن,49,آذر,4,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3075000,11857500,خیر
3093,زن,39,اسفند,1,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,3765000,3765000,بله
3094,مرد,45,مهر,28,4G,خیر,بله,خیر,بله,خیر,خیر,دائمی,بله,8160000,227490000,خیر
3095,زن,30,خرداد,39,3G,خیر,بله,خیر,خیر,بله,خیر,دائمی,بله,8790000,333675000,خیر
3096,مرد,55,آبان,11,5G,خیر,خیر,بله,خیر,خیر,بله,اعتباری,خیر,12720000,133312500,خیر
3097,زن,53,فروردین,71,4G,خیر,بله,بله,بله,بله,بله,دائمی,بله,9210000,646552500,خیر
3098,مرد,47,تیر,2,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3060000,6435000,خیر
3099,مرد,38,خرداد,30,5G,خیر,بله,بله,خیر,خیر,خیر,اعتباری,بله,11947500,354772500,بله
3100,زن,47,اسفند,17,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3022500,53047500,خیر
3101,زن,32,آبان,55,5G,خیر,بله,بله,خیر,بله,خیر,اعتباری,بله,14167500,760965000,خیر
3102,زن,50,اسفند,58,5G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11970000,679027500,خیر
3103,زن,60,خرداد,5,4G,بله,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,8130000,46237500,بله
3104,زن,53,بهمن,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,2917500,2917500,بله
3105,مرد,31,اسفند,9,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11107500,101767500,خیر
3106,مرد,44,شهریور,26,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,7372500,185595000,خیر
3107,زن,24,خرداد,50,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2910000,153592500,خیر
3108,زن,47,آبان,72,5G,بله,بله,بله,بله,بله,بله,دائمی,بله,17047500,1227412500,خیر
3109,زن,45,مرداد,43,5G,بله,بله,خیر,بله,بله,بله,دائمی,بله,15900000,679845000,خیر
3110,مرد,18,مرداد,56,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3892500,216607500,خیر
3111,زن,26,خرداد,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2865000,2865000,خیر
3112,مرد,37,آبان,72,5G,خیر,بله,بله,خیر,بله,بله,دائمی,بله,15510000,1105897500,بله
3113,مرد,36,دی,72,5G,بله,بله,خیر,بله,خیر,بله,دائمی,بله,15082500,1098765000,خیر
3114,مرد,25,اسفند,36,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,14310000,521130000,خیر
3115,مرد,45,شهریور,5,4G,خیر,خیر,بله,بله,بله,بله,اعتباری,خیر,11272500,58897500,خیر
3116,زن,43,آبان,13,5G,خیر,بله,بله,خیر,خیر,خیر,اعتباری,بله,12667500,158790000,بله
3117,زن,38,شهریور,44,5G,خیر,بله,بله,خیر,خیر,بله,دائمی,خیر,13372500,598612500,خیر
3118,زن,31,دی,70,5G,خیر,بله,بله,بله,بله,بله,دائمی,بله,16185000,1121377500,خیر
3119,مرد,53,شهریور,44,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2925000,125325000,خیر
3120,زن,60,تیر,32,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,12892500,394290000,بله
3121,زن,34,اردیبهشت,69,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3742500,257752500,خیر
3122,زن,33,مرداد,16,4G,خیر,خیر,خیر,بله,بله,خیر,اعتباری,خیر,8910000,153585000,بله
3123,مرد,46,دی,68,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2925000,179032500,خیر
3124,مرد,36,آذر,16,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10492500,180825000,خیر
3125,مرد,38,دی,68,4G,بله,بله,خیر,بله,بله,بله,دائمی,خیر,12427500,866467500,خیر
3126,مرد,49,مرداد,4,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2850000,11835000,خیر
3127,زن,18,تیر,26,3G,بله,بله,خیر,بله,خیر,خیر,اعتباری,خیر,5827500,153772500,خیر
3128,زن,56,آذر,29,3G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,4590000,128452500,بله
3129,مرد,41,فروردین,5,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3052500,18300000,خیر
3130,مرد,35,دی,70,5G,خیر,بله,بله,خیر,بله,خیر,دائمی,بله,14250000,990435000,خیر
3131,مرد,39,آذر,24,3G,بله,خیر,خیر,بله,بله,بله,دائمی,خیر,11160000,256935000,خیر
3132,زن,40,مرداد,72,4G,بله,بله,بله,بله,خیر,بله,دائمی,خیر,11767500,852337500,خیر
3133,مرد,19,آذر,1,5G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,بله,11145000,11145000,خیر
3134,مرد,58,آبان,70,3G,خیر,بله,بله,بله,خیر,بله,دائمی,بله,7657500,545272500,خیر
3135,زن,40,آبان,36,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2880000,105435000,خیر
3136,زن,45,آبان,38,5G,خیر,خیر,خیر,بله,بله,بله,اعتباری,بله,14932500,560137500,بله
3137,زن,51,بهمن,17,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10500000,171675000,بله
3138,زن,28,اسفند,41,5G,خیر,بله,بله,بله,بله,بله,دائمی,بله,16365000,668137500,خیر
3139,زن,46,مهر,1,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,6795000,6795000,بله
3140,مرد,37,اردیبهشت,2,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,4477500,11340000,بله
3141,مرد,50,مرداد,14,5G,خیر,خیر,بله,خیر,خیر,خیر,اعتباری,خیر,11467500,167632500,خیر
3142,مرد,18,اردیبهشت,2,5G,خیر,بله,بله,بله,خیر,بله,اعتباری,بله,14265000,27037500,بله
3143,مرد,39,بهمن,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2970000,2970000,بله
3144,مرد,33,آبان,13,3G,خیر,بله,بله,بله,بله,خیر,اعتباری,بله,10920000,139507500,خیر
3145,مرد,45,مهر,6,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2842500,16522500,خیر
3146,زن,46,مرداد,4,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11497500,50040000,بله
3147,زن,32,اردیبهشت,5,5G,خیر,بله,خیر,بله,بله,بله,اعتباری,بله,14872500,69757500,بله
3148,زن,31,اردیبهشت,15,5G,بله,خیر,بله,خیر,بله,بله,اعتباری,خیر,15262500,250410000,خیر
3149,زن,39,خرداد,47,5G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,11317500,531765000,خیر
3150,زن,29,خرداد,8,4G,خیر,خیر,بله,بله,خیر,بله,اعتباری,خیر,9615000,75607500,خیر
3151,مرد,50,فروردین,17,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,3847500,66030000,خیر
3152,مرد,36,اردیبهشت,15,5G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,11265000,172732500,خیر
3153,زن,18,خرداد,26,5G,بله,خیر,بله,بله,خیر,بله,دائمی,بله,14377500,371302500,خیر
3154,زن,36,مرداد,23,4G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,8160000,187387500,خیر
3155,زن,28,آبان,4,5G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,10912500,47662500,خیر
3156,مرد,20,شهریور,29,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2977500,80257500,خیر
3157,زن,25,مرداد,25,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2857500,69195000,خیر
3158,مرد,41,اسفند,9,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,6742500,64650000,بله
3159,مرد,56,آبان,18,4G,خیر,خیر,بله,خیر,خیر,خیر,اعتباری,بله,7432500,131752500,بله
3160,مرد,44,فروردین,3,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,14227500,50362500,خیر
3161,زن,33,آبان,69,3G,بله,بله,بله,بله,خیر,خیر,دائمی,خیر,6937500,468210000,خیر
3162,مرد,45,خرداد,14,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2902500,48720000,خیر
3163,مرد,34,اسفند,19,4G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,خیر,10440000,209182500,خیر
3164,مرد,32,خرداد,39,5G,خیر,بله,خیر,خیر,خیر,بله,اعتباری,خیر,13605000,511987500,خیر
3165,مرد,26,بهمن,31,5G,خیر,بله,بله,خیر,بله,بله,اعتباری,بله,15210000,471547500,خیر
3166,مرد,19,تیر,24,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3037500,65962500,خیر
3167,مرد,35,اسفند,14,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,7320000,99660000,خیر
3168,زن,42,خرداد,64,4G,بله,بله,بله,بله,خیر,بله,دائمی,بله,11152500,713932500,خیر
3169,زن,39,آذر,50,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,2902500,154950000,خیر
3170,مرد,35,اردیبهشت,52,3G,خیر,بله,بله,بله,بله,خیر,دائمی,بله,10312500,522427500,خیر
3171,مرد,29,تیر,28,5G,خیر,بله,خیر,خیر,بله,بله,دائمی,خیر,15030000,403267500,خیر
3172,زن,47,آبان,21,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3127500,65287500,خیر
3173,مرد,24,اسفند,25,5G,خیر,بله,خیر,خیر,بله,بله,اعتباری,بله,14385000,367312500,بله
3174,زن,49,آذر,17,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2902500,46050000,خیر
3175,مرد,28,تیر,58,4G,خیر,خیر,خیر,خیر,بله,بله,دائمی,بله,6750000,403402500,خیر
3176,مرد,31,آذر,17,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,خیر,12225000,199380000,بله
3177,زن,22,مرداد,51,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3825000,192187500,خیر
3178,مرد,34,اسفند,72,4G,بله,خیر,بله,بله,بله,خیر,دائمی,خیر,7335000,529050000,خیر
3179,مرد,52,اردیبهشت,52,5G,بله,خیر,خیر,خیر,بله,خیر,اعتباری,خیر,12615000,652297500,بله
3180,زن,46,مرداد,27,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,2940000,84172500,خیر
3181,زن,52,آذر,3,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3000000,9540000,خیر
3182,زن,46,فروردین,64,4G,بله,بله,بله,بله,خیر,بله,دائمی,بله,12195000,769395000,خیر
3183,زن,27,اردیبهشت,45,5G,خیر,خیر,خیر,بله,بله,بله,دائمی,بله,14280000,642870000,خیر
3184,مرد,36,اردیبهشت,3,4G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,5467500,14055000,بله
3185,زن,31,آذر,71,4G,خیر,بله,بله,بله,بله,بله,دائمی,بله,12495000,884175000,خیر
3186,زن,56,شهریور,1,4G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,3757500,3757500,بله
3187,زن,26,اسفند,58,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3045000,174112500,خیر
3188,مرد,51,بهمن,34,5G,خیر,بله,بله,خیر,بله,خیر,اعتباری,بله,13477500,463762500,خیر
3189,زن,51,اسفند,8,3G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,7477500,54832500,بله
3190,زن,62,خرداد,15,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2970000,40942500,خیر
